Cab_App_Type,Source,Destination,Price,Availability,Cab_Type,,,,
Uber,koyambedu bus terminal,anna nagar east ,208,6,Uber Go ,,,,
Uber,koyambedu bus terminal,anna nagar east ,249,7, Uber XL,,,,
Rapido,koyambedu bus terminal,anna nagar east ,112,1,Auto,,,,
Rapido,koyambedu bus terminal,anna nagar east ,33,1,Bike,,,,
Rapido,koyambedu bus terminal,anna nagar east ,125,3,cab,,,,
ola,pallavaram,st.thomas mount church,106,1,Auto,,,,
ola,pallavaram,st.thomas mount church,86,2,bike,,,,
ola,pallavaram,st.thomas mount church,186,1,Mini,,,,
ola,pallavaram,st.thomas mount church,258,4,Prime sedan,,,,
Uber,pallavaram,st.thomas mount church,99,1,Auto,,,,
Uber,pallavaram,st.thomas mount church,80,2,bike,,,,
Uber,pallavaram,st.thomas mount church,159,3,Uber Go ,,,,
Uber,pallavaram,st.thomas mount church,224,2, Uber XL,,,,
Rapido,pallavaram,st.thomas mount church,184,1,Auto,,,,
Rapido,pallavaram,st.thomas mount church,72,2,Bike,,,,
Rapido,pallavaram,st.thomas mount church,186,5,cab,,,,
ola,tambaram sanatorium,GST road,152,2,Auto,,,,
ola,tambaram sanatorium,GST road,120,1,bike,,,,
ola,tambaram sanatorium,GST road,264,3,Mini,,,,
ola,tambaram sanatorium,GST road,315,2,Prime sedan,,,,
Uber,tambaram sanatorium,GST road,152,1,Auto,,,,
Uber,tambaram sanatorium,GST road,122,2,bike,,,,
Uber,tambaram sanatorium,GST road,219,5,Uber Go ,,,,
Uber,tambaram sanatorium,GST road,307,8, Uber XL,,,,
Rapido,tambaram sanatorium,GST road,292,1,Auto,,,,
Rapido,tambaram sanatorium,GST road,221,2,Bike,,,,
Rapido,tambaram sanatorium,GST road,421,3,cab,,,,
Uber,adambakkam,chinnamalai,122,3,Auto,,,,
Uber,adambakkam,chinnamalai,61,5,Bike,,,,
Uber,adambakkam,chinnamalai,159,4,Uber Go,,,,
Uber,adambakkam,chinnamalai,344,5,Uber XL,,,,
Ola,adambakkam,chinnamalai,125,2,Auto,,,,
Ola,adambakkam,chinnamalai,25,3,Bike,,,,
Ola,adambakkam,chinnamalai,125,6,Mini,,,,
Ola,adambakkam,chinnamalai,119,5,Prime Sedan,,,,
Rapido,adambakkam,chinnamalai,162,2,Auto,,,,
Rapido,adambakkam,chinnamalai,64,3,Bike,,,,
Rapido,adambakkam,chinnamalai,125,7,Cab,,,,
Uber,adyar,mylapore,135,3,Auto,,,,
Uber,adyar,mylapore,66,3,Bike,,,,
Uber,adyar,mylapore,139,5,Uber Go,,,,
Uber,adyar,mylapore,150,2,Uber XL,,,,
Ola,adyar,mylapore,150,1,Auto,,,,
Ola,adyar,mylapore,50,9,Bike,,,,
Ola,adyar,mylapore,130,3,Mini,,,,
Ola,adyar,mylapore,143,4,Prime Sedan,,,,
Rapido,adyar,mylapore,167,2,Auto,,,,
Rapido,adyar,mylapore,66,5,Bike,,,,
Rapido,adyar,mylapore,125,2,Cab,,,,
Uber,adyar,SRB colony,390,7,Auto,,,,
Uber,adyar,SRB colony,250,4,Bike,,,,
Uber,adyar,SRB colony,349,1,Uber Go,,,,
Uber,adyar,SRB colony,739,2,Uber XL,,,,
Ola,adyar,SRB colony,410,5,Auto,,,,
Ola,adyar,SRB colony,120,2,Bike,,,,
Ola,adyar,SRB colony,288,5,Mini,,,,
Ola,adyar,SRB colony,344,9,Prime Sedan,,,,
Rapido,adyar,SRB colony,441,5,Auto,,,,
Rapido,adyar,SRB colony,303,2,Bike,,,,
Rapido,adyar,SRB colony,396,1,Cab,,,,
Uber,alandur,little mount,125,2,Auto,,,,
Uber,alandur,little mount,69,4,Bike,,,,
Uber,alandur,little mount,158,1,Uber Go,,,,
Uber,alandur,little mount,197,5,Uber XL,,,,
Ola,alandur,little mount,101,5,Auto,,,,
Ola,alandur,little mount,25,9,Bike,,,,
Ola,alandur,little mount,164,7,Mini,,,,
Ola,alandur,little mount,164,5,Prime Sedan,,,,
Rapido,alandur,little mount,163,1,Auto,,,,
Rapido,alandur,little mount,59,8,Bike,,,,
Rapido,alandur,little mount,125,6,Cab,,,,
Uber,alandur,meenambakkam,155,2,Auto,,,,
Uber,alandur,meenambakkam,64,5,Bike,,,,
Uber,alandur,meenambakkam,149,5,Uber Go,,,,
Uber,alandur,meenambakkam,189,5,Uber XL,,,,
Ola,alandur,meenambakkam,83,3,Auto,,,,
Ola,alandur,meenambakkam,25,5,Bike,,,,
Ola,alandur,meenambakkam,152,4,Mini,,,,
Ola,alandur,meenambakkam,155,7,Prime Sedan,,,,
Rapido,alandur,meenambakkam,143,9,Auto,,,,
Rapido,alandur,meenambakkam,54,2,Bike,,,,
Rapido,alandur,meenambakkam,125,9,Cab,,,,
Uber,alandur,pazhavanthangal,96,1,Auto,,,,
Uber,alandur,pazhavanthangal,36,5,Bike,,,,
Uber,alandur,pazhavanthangal,149,1,Uber Go,,,,
Uber,alandur,pazhavanthangal,173,4,Uber XL,,,,
Ola,alandur,pazhavanthangal,83,5,Auto,,,,
Ola,alandur,pazhavanthangal,25,7,Bike,,,,
Ola,alandur,pazhavanthangal,152,3,Mini,,,,
Ola,alandur,pazhavanthangal,155,4,Prime Sedan,,,,
Rapido,alandur,pazhavanthangal,143,1,Auto,,,,
Rapido,alandur,pazhavanthangal,50,3,Bike,,,,
Rapido,alandur,pazhavanthangal,125,7,Cab,,,,
Uber,Ambattur,Indira nagar,81,3,Auto,,,,
Uber,Ambattur,Indira nagar,29,3,Bike,,,,
Uber,Ambattur,Indira nagar,139,4,Uber Go,,,,
Uber,Ambattur,Indira nagar,255,8,Uber XL,,,,
Ola,Ambattur,Indira nagar,135,2,Auto,,,,
Ola,Ambattur,Indira nagar,33,2,Bike,,,,
Ola,Ambattur,Indira nagar,121,4,Mini,,,,
Ola,Ambattur,Indira nagar,125,3,Prime Sedan,,,,
Rapido,Ambattur,Indira nagar,100,3,Auto,,,,
Rapido,Ambattur,Indira nagar,34,3,Bike,,,,
Rapido,Ambattur,Indira nagar,125,1,Cab,,,,
Uber,ambattur,korattur,85,6,Auto,,,,
Uber,ambattur,korattur,69,2,Bike,,,,
Uber,ambattur,korattur,129,3,Uber Go,,,,
Uber,ambattur,korattur,197,5,Uber XL,,,,
Ola,ambattur,korattur,89,8,Auto,,,,
Ola,ambattur,korattur,25,1,Bike,,,,
Ola,ambattur,korattur,138,3,Mini,,,,
Ola,ambattur,korattur,137,4,Prime Sedan,,,,
Rapido,ambattur,korattur,157,1,Auto,,,,
Rapido,ambattur,korattur,62,1,Bike,,,,
Rapido,ambattur,korattur,125,3,Cab,,,,
Uber,ambattur,periyamedu,269,9,Auto,,,,
Uber,ambattur,periyamedu,196,5,Bike,,,,
Uber,ambattur,periyamedu,302,9,Uber Go,,,,
Uber,ambattur,periyamedu,359,5,Uber XL,,,,
Ola,ambattur,periyamedu,258,3,Auto,,,,
Ola,ambattur,periyamedu,120,6,Bike,,,,
Ola,ambattur,periyamedu,306,4,Mini,,,,
Ola,ambattur,periyamedu,325,6,Prime Sedan,,,,
Rapido,ambattur,periyamedu,379,3,Auto,,,,
Rapido,ambattur,periyamedu,245,1,Bike,,,,
Rapido,ambattur,periyamedu,332,4,Cab,,,,
Uber,Aminjikarai,Guindy,174,3,Auto,,,,
Uber,Aminjikarai,Guindy,109,4,Bike,,,,
Uber,Aminjikarai,Guindy,259,4,Uber Go,,,,
Uber,Aminjikarai,Guindy,499,6,Uber XL,,,,
Ola,Aminjikarai,Guindy,224,1,Auto,,,,
Ola,Aminjikarai,Guindy,85,3,Bike,,,,
Ola,Aminjikarai,Guindy,283,2,Mini,,,,
Ola,Aminjikarai,Guindy,274,2,Prime Sedan,,,,
Rapido,Aminjikarai,Guindy,175,3,Auto,,,,
Rapido,Aminjikarai,Guindy,92,3,Bike,,,,
Rapido,Aminjikarai,Guindy,233,3,Cab,,,,
Uber,anna nagar,egmore,116,5,Auto,,,,
Uber,anna nagar,egmore,94,3,Bike,,,,
Uber,anna nagar,egmore,164,3,Uber Go,,,,
Uber,anna nagar,egmore,158,5,Uber XL,,,,
Ola,anna nagar,egmore,118,5,Auto,,,,
Ola,anna nagar,egmore,50,3,Bike,,,,
Ola,anna nagar,egmore,174,4,Mini,,,,
Ola,anna nagar,egmore,176,3,Prime Sedan,,,,
Rapido,anna nagar,egmore,227,5,Auto,,,,
Rapido,anna nagar,egmore,91,9,Bike,,,,
Rapido,anna nagar,egmore,144,2,Cab,,,,
Uber,annanur,mosur,756,4,Auto,,,,
Uber,annanur,mosur,712,3,Bike,,,,
Uber,annanur,mosur,1121,7,Uber Go,,,,
Uber,annanur,mosur,1297,6,Uber XL,,,,
Ola,annanur,mosur,735,4,Auto,,,,
Ola,annanur,mosur,702,6,Bike,,,,
Ola,annanur,mosur,1124,5,Mini,,,,
Ola,annanur,mosur,1339,7,Prime Sedan,,,,
Rapido,annanur,mosur,742,3,Auto,,,,
Rapido,annanur,mosur,713,5,Bike,,,,
Rapido,annanur,mosur,1145,2,Cab,,,,
Uber,ashok pillar,broadway,248,3,Auto,,,,
Uber,ashok pillar,broadway,142,3,Bike,,,,
Uber,ashok pillar,broadway,145,5,Uber Go,,,,
Uber,ashok pillar,broadway,294,2,Uber XL,,,,
Ola,ashok pillar,broadway,97,1,Auto,,,,
Ola,ashok pillar,broadway,50,9,Bike,,,,
Ola,ashok pillar,broadway,151,3,Mini,,,,
Ola,ashok pillar,broadway,151,4,Prime Sedan,,,,
Rapido,ashok pillar,broadway,272,2,Auto,,,,
Rapido,ashok pillar,broadway,154,5,Bike,,,,
Rapido,ashok pillar,broadway,222,2,Cab,,,,
Uber,attipattu,ennore,354,1,Auto,,,,
Uber,attipattu,ennore,321,2,Bike,,,,
Uber,attipattu,ennore,552,4,Uber Go,,,,
Uber,attipattu,ennore,483,7,Uber XL,,,,
Ola,attipattu,ennore,384,3,Auto,,,,
Ola,attipattu,ennore,326,1,Bike,,,,
Ola,attipattu,ennore,568,4,Mini,,,,
Ola,attipattu,ennore,589,7,Prime Sedan,,,,
Rapido,attipattu,ennore,359,2,Auto,,,,
Rapido,attipattu,ennore,333,5,Bike,,,,
Rapido,attipattu,ennore,591,3,Cab,,,,
Uber,avadi,ambattur,193,7,Auto,,,,
Uber,avadi,ambattur,89,4,Bike,,,,
Uber,avadi,ambattur,201,1,Uber Go,,,,
Uber,avadi,ambattur,228,2,Uber XL,,,,
Ola,avadi,ambattur,184,5,Auto,,,,
Ola,avadi,ambattur,60,2,Bike,,,,
Ola,avadi,ambattur,231,5,Mini,,,,
Ola,avadi,ambattur,253,9,Prime Sedan,,,,
Rapido,avadi,ambattur,169,5,Auto,,,,
Rapido,avadi,ambattur,84,2,Bike,,,,
Rapido,avadi,ambattur,265,1,Cab,,,,
Uber,avadi,basin bridge,329,3,Auto,,,,
Uber,avadi,basin bridge,196,1,Bike,,,,
Uber,avadi,basin bridge,412,4,Uber Go,,,,
Uber,avadi,basin bridge,563,6,Uber XL,,,,
Ola,avadi,basin bridge,334,2,Auto,,,,
Ola,avadi,basin bridge,175,4,Bike,,,,
Ola,avadi,basin bridge,432,3,Mini,,,,
Ola,avadi,basin bridge,503,4,Prime Sedan,,,,
Rapido,avadi,basin bridge,590,8,Auto,,,,
Rapido,avadi,basin bridge,435,5,Bike,,,,
Rapido,avadi,basin bridge,548,1,Cab,,,,
Uber,avadi,hindu college,104,1,Auto,,,,
Uber,avadi,hindu college,39,2,Bike,,,,
Uber,avadi,hindu college,149,4,Uber Go,,,,
Uber,avadi,hindu college,169,7,Uber XL,,,,
Ola,avadi,hindu college,81,1,Auto,,,,
Ola,avadi,hindu college,25,1,Bike,,,,
Ola,avadi,hindu college,163,1,Mini,,,,
Ola,avadi,hindu college,173,4,Prime Sedan,,,,
Rapido,avadi,hindu college,100,3,Auto,,,,
Rapido,avadi,hindu college,34,2,Bike,,,,
Rapido,avadi,hindu college,138,1,Cab,,,,
Uber,avadi,thiruvallur,336,2,Auto,,,,
Uber,avadi,thiruvallur,331,4,Bike,,,,
Uber,avadi,thiruvallur,435,1,Uber Go,,,,
Uber,avadi,thiruvallur,469,5,Uber XL,,,,
Ola,avadi,thiruvallur,348,1,Auto,,,,
Ola,avadi,thiruvallur,175,1,Bike,,,,
Ola,avadi,thiruvallur,450,2,Mini,,,,
Ola,avadi,thiruvallur,524,5,Prime Sedan,,,,
Rapido,avadi,thiruvallur,631,2,Auto,,,,
Rapido,avadi,thiruvallur,475,6,Bike,,,,
Rapido,avadi,thiruvallur,590,4,Cab,,,,
Uber,baby nagar,nanganallur,179,5,Auto,,,,
Uber,baby nagar,nanganallur,188,3,Bike,,,,
Uber,baby nagar,nanganallur,164,1,Uber Go,,,,
Uber,baby nagar,nanganallur,198,6,Uber XL,,,,
Ola,baby nagar,nanganallur,186,1,Auto,,,,
Ola,baby nagar,nanganallur,50,1,Bike,,,,
Ola,baby nagar,nanganallur,155,4,Mini,,,,
Ola,baby nagar,nanganallur,173,3,Prime Sedan,,,,
Rapido,baby nagar,nanganallur,198,1,Auto,,,,
Rapido,baby nagar,nanganallur,85,8,Bike,,,,
Rapido,baby nagar,nanganallur,139,4,Cab,,,,
Uber,balaiah garden,little mount,209,4,Auto,,,,
Uber,balaiah garden,little mount,102,4,Bike,,,,
Uber,balaiah garden,little mount,209,5,Uber Go,,,,
Uber,balaiah garden,little mount,479,3,Uber XL,,,,
Ola,balaiah garden,little mount,220,2,Auto,,,,
Ola,balaiah garden,little mount,50,2,Bike,,,,
Ola,balaiah garden,little mount,169,1,Mini,,,,
Ola,balaiah garden,little mount,179,3,Prime Sedan,,,,
Rapido,balaiah garden,little mount,250,1,Auto,,,,
Rapido,balaiah garden,little mount,120,1,Bike,,,,
Rapido,balaiah garden,little mount,140,7,Cab,,,,
Uber,basin bridge,mambalam,214,4,Auto,,,,
Uber,basin bridge,mambalam,89,5,Bike,,,,
Uber,basin bridge,mambalam,624,3,Uber Go,,,,
Uber,basin bridge,mambalam,299,9,Uber XL,,,,
Ola,basin bridge,mambalam,217,7,Auto,,,,
Ola,basin bridge,mambalam,85,3,Bike,,,,
Ola,basin bridge,mambalam,638,8,Mini,,,,
Ola,basin bridge,mambalam,745,5,Prime Sedan,,,,
Rapido,basin bridge,mambalam,307,1,Auto,,,,
Rapido,basin bridge,mambalam,185,4,Bike,,,,
Rapido,basin bridge,mambalam,258,2,Cab,,,,
Uber,basin bridge,padi,209,2,Auto,,,,
Uber,basin bridge,padi,96,2,Bike,,,,
Uber,basin bridge,padi,221,9,Uber Go,,,,
Uber,basin bridge,padi,249,2,Uber XL,,,,
Ola,basin bridge,padi,181,1,Auto,,,,
Ola,basin bridge,padi,90,2,Bike,,,,
Ola,basin bridge,padi,233,2,Mini,,,,
Ola,basin bridge,padi,229,1,Prime Sedan,,,,
Rapido,basin bridge,padi,289,1,Auto,,,,
Rapido,basin bridge,padi,184,1,Bike,,,,
Rapido,basin bridge,padi,236,5,Cab,,,,
Uber,basin bridge,pattabiram,645,3,Auto,,,,
Uber,basin bridge,pattabiram,459,2,Bike,,,,
Uber,basin bridge,pattabiram,493,5,Uber Go,,,,
Uber,basin bridge,pattabiram,589,6,Uber XL,,,,
Ola,basin bridge,pattabiram,456,9,Auto,,,,
Ola,basin bridge,pattabiram,325,1,Bike,,,,
Ola,basin bridge,pattabiram,508,2,Mini,,,,
Ola,basin bridge,pattabiram,594,5,Prime Sedan,,,,
Rapido,basin bridge,pattabiram,613,5,Auto,,,,
Rapido,basin bridge,pattabiram,455,6,Bike,,,,
Rapido,basin bridge,pattabiram,571,3,Cab,,,,
Uber,Basin bridge,perambur,73,6,Bike,,,,
Uber,Basin bridge,perambur,209,3,Uber Go,,,,
Uber,Basin bridge,perambur,198,2,Auto,,,,
Uber,Basin bridge,perambur,386,10,Uber XL,,,,
Ola,Basin bridge,perambur,146,2,Auto,,,,
Ola,Basin bridge,perambur,60,3,Bike,,,,
Ola,Basin bridge,perambur,231,2,Mini,,,,
Ola,Basin bridge,perambur,220,3,Prime Sedan,,,,
Rapido,Basin bridge,perambur,135,NA,Auto,,,,
Rapido,Basin bridge,perambur,56,NA,Bike,,,,
Rapido,Basin bridge,perambur,140,9,Cab,,,,
Uber,broadway,anna nagar,174,2,Auto,,,,
Uber,broadway,anna nagar,59,2,Bike,,,,
Uber,broadway,anna nagar,201,3,Uber Go,,,,
Uber,broadway,anna nagar,269,5,Uber XL,,,,
Ola,broadway,anna nagar,174,4,Auto,,,,
Ola,broadway,anna nagar,50,3,Bike,,,,
Ola,broadway,anna nagar,203,1,Mini,,,,
Ola,broadway,anna nagar,208,2,Prime Sedan,,,,
Rapido,broadway,anna nagar,239,1,Auto,,,,
Rapido,broadway,anna nagar,127,2,Bike,,,,
Rapido,broadway,anna nagar,187,3,Cab,,,,
Uber,broadway,collector nagar,234,1,Auto,,,,
Uber,broadway,collector nagar,102,2,Bike,,,,
Uber,broadway,collector nagar,245,3,Uber Go,,,,
Uber,broadway,collector nagar,289,4,Uber XL,,,,
Ola,broadway,collector nagar,198,1,Auto,,,,
Ola,broadway,collector nagar,90,2,Bike,,,,
Ola,broadway,collector nagar,275,2,Mini,,,,
Ola,broadway,collector nagar,271,3,Prime Sedan,,,,
Rapido,broadway,collector nagar,201,1,Auto,,,,
Rapido,broadway,collector nagar,93,2,Bike,,,,
Rapido,broadway,collector nagar,222,4,Cab,,,,
Uber,broadway,kk nagar,431,1,Auto,,,,
Uber,broadway,kk nagar,189,2,Bike,,,,
Uber,broadway,kk nagar,425,4,Uber Go,,,,
Uber,broadway,kk nagar,493,7,Uber XL,,,,
Ola,broadway,kk nagar,403,3,Auto,,,,
Ola,broadway,kk nagar,175,1,Bike,,,,
Ola,broadway,kk nagar,431,4,Mini,,,,
Ola,broadway,kk nagar,468,7,Prime Sedan,,,,
Rapido,broadway,kk nagar,318,2,Auto,,,,
Rapido,broadway,kk nagar,195,5,Bike,,,,
Rapido,broadway,kk nagar,296,3,Cab,,,,
Uber,chengelpet,potheri,85,4,Auto,,,,
Uber,chengelpet,potheri,29,4,Bike,,,,
Uber,chengelpet,potheri,79,5,Uber Go,,,,
Uber,chengelpet,potheri,93,3,Uber XL,,,,
Ola,chengelpet,potheri,226,6,Auto,,,,
Ola,chengelpet,potheri,90,1,Bike,,,,
Ola,chengelpet,potheri,316,3,Mini,,,,
Ola,chengelpet,potheri,364,4,Prime Sedan,,,,
Rapido,chengelpet,potheri,80,1,Auto,,,,
Rapido,chengelpet,potheri,25,4,Bike,,,,
Rapido,chengelpet,potheri,138,1,Cab,,,,
Uber,chennai beach,potheri,924,4,Auto,,,,
Uber,chennai beach,potheri,802,5,Bike,,,,
Uber,chennai beach,potheri,998,3,Uber Go,,,,
Uber,chennai beach,potheri,1243,9,Uber XL,,,,
Ola,chennai beach,potheri,592,5,Auto,,,,
Ola,chennai beach,potheri,449,8,Bike,,,,
Ola,chennai beach,potheri,1000,5,Mini,,,,
Ola,chennai beach,potheri,1137,3,Prime Sedan,,,,
Rapido,chennai beach,potheri,933,4,Auto,,,,
Rapido,chennai beach,potheri,733,1,Bike,,,,
Rapido,chennai beach,potheri,900,1,Cab,,,,
Uber,chennai beach,royapuram,245,2,Auto,,,,
Uber,chennai beach,royapuram,139,3,Bike,,,,
Uber,chennai beach,royapuram,253,1,Uber Go,,,,
Uber,chennai beach,royapuram,269,8,Uber XL,,,,
Ola,chennai beach,royapuram,280,1,Auto,,,,
Ola,chennai beach,royapuram,130,1,Bike,,,,
Ola,chennai beach,royapuram,377,1,Mini,,,,
Ola,chennai beach,royapuram,436,4,Prime Sedan,,,,
Rapido,chennai beach,royapuram,244,3,Auto,,,,
Rapido,chennai beach,royapuram,164,2,Bike,,,,
Rapido,chennai beach,royapuram,414,1,Cab,,,,
Uber,chennai park,ambattur,345,6,Auto,,,,
Uber,chennai park,ambattur,276,2,Bike,,,,
Uber,chennai park,ambattur,312,3,Uber Go,,,,
Uber,chennai park,ambattur,391,5,Uber XL,,,,
Ola,chennai park,ambattur,307,8,Auto,,,,
Ola,chennai park,ambattur,120,1,Bike,,,,
Ola,chennai park,ambattur,322,3,Mini,,,,
Ola,chennai park,ambattur,345,4,Prime Sedan,,,,
Rapido,chennai park,ambattur,392,1,Auto,,,,
Rapido,chennai park,ambattur,261,1,Bike,,,,
Rapido,chennai park,ambattur,345,3,Cab,,,,
Uber,chennai park,thousand lights,231,4,Auto,,,,
Uber,chennai park,thousand lights,94,3,Bike,,,,
Uber,chennai park,thousand lights,259,1,Uber XL,,,,
Ola,chennai park,thousand lights,79,2,Auto,,,,
Ola,chennai park,thousand lights,28,2,Bike,,,,
Ola,chennai park,thousand lights,234,1,Mini,,,,
Ola,chennai park,thousand lights,260,1,Prime Sedan,,,,
Rapido,chennai park,thousand lights,162,4,Auto,,,,
Rapido,chennai park,thousand lights,64,4,Bike,,,,
Rapido,chennai park,thousand lights,125,3,Cab,,,,
Rapido,chennai park,thousand lights,242,7,Uber Go,,,,
Uber,chepauk,chennai fort,145,3,Auto,,,,
Uber,chepauk,chennai fort,53,2,Bike,,,,
Uber,chepauk,chennai fort,151,3,Uber Go,,,,
Uber,chepauk,chennai fort,173,3,Uber XL,,,,
Ola,chepauk,chennai fort,82,3,Auto,,,,
Ola,chepauk,chennai fort,28,7,Bike,,,,
Ola,chepauk,chennai fort,156,6,Mini,,,,
Ola,chepauk,chennai fort,149,3,Prime Sedan,,,,
Rapido,chepauk,chennai fort,148,3,Auto,,,,
Rapido,chepauk,chennai fort,56,2,Bike,,,,
Rapido,chepauk,chennai fort,125,2,Cab,,,,
Uber,chepauk,light house,92,4,Auto,,,,
Uber,chepauk,light house,50,5,Bike,,,,
Uber,chepauk,light house,123,3,Uber Go,,,,
Uber,chepauk,light house,212,9,Uber XL,,,,
Ola,chepauk,light house,68,7,Auto,,,,
Ola,chepauk,light house,29,3,Bike,,,,
Ola,chepauk,light house,139,8,Mini,,,,
Ola,chepauk,light house,139,5,Prime Sedan,,,,
Rapido,chepauk,light house,93,1,Auto,,,,
Rapido,chepauk,light house,31,4,Bike,,,,
Rapido,chepauk,light house,138,2,Cab,,,,
Uber,chetpet,nungambakkam,108,2,Auto,,,,
Uber,chetpet,nungambakkam,64,4,Bike,,,,
Uber,chetpet,nungambakkam,128,1,Uber Go,,,,
Uber,chetpet,nungambakkam,191,1,Uber XL,,,,
Ola,chetpet,nungambakkam,71,8,Auto,,,,
Ola,chetpet,nungambakkam,25,5,Bike,,,,
Ola,chetpet,nungambakkam,131,4,Mini,,,,
Ola,chetpet,nungambakkam,138,2,Prime Sedan,,,,
Rapido,chetpet,nungambakkam,142,2,Auto,,,,
Rapido,chetpet,nungambakkam,54,4,Bike,,,,
Rapido,chetpet,nungambakkam,125,7,Cab,,,,
Uber,chetpet,pazhavanthangal,269,2,Auto,,,,
Uber,chetpet,pazhavanthangal,229,4,Bike,,,,
Uber,chetpet,pazhavanthangal,261,1,Uber Go,,,,
Uber,chetpet,pazhavanthangal,324,5,Uber XL,,,,
Ola,chetpet,pazhavanthangal,278,4,Auto,,,,
Ola,chetpet,pazhavanthangal,85,7,Bike,,,,
Ola,chetpet,pazhavanthangal,270,5,Mini,,,,
Ola,chetpet,pazhavanthangal,282,1,Prime Sedan,,,,
Rapido,chetpet,pazhavanthangal,352,3,Auto,,,,
Rapido,chetpet,pazhavanthangal,226,2,Bike,,,,
Rapido,chetpet,pazhavanthangal,304,1,Cab,,,,
Uber,chintadripet,tirusulam,401,3,Auto,,,,
Uber,chintadripet,tirusulam,409,3,Bike,,,,
Uber,chintadripet,tirusulam,425,5,Uber Go,,,,
Uber,chintadripet,tirusulam,496,2,Uber XL,,,,
Ola,chintadripet,tirusulam,361,1,Auto,,,,
Ola,chintadripet,tirusulam,175,9,Bike,,,,
Ola,chintadripet,tirusulam,445,3,Mini,,,,
Ola,chintadripet,tirusulam,518,4,Prime Sedan,,,,
Rapido,chintadripet,tirusulam,407,2,Auto,,,,
Rapido,chintadripet,tirusulam,272,5,Bike,,,,
Rapido,chintadripet,tirusulam,361,2,Cab,,,,
Uber,chromepet,tirusulam,121,1,Auto,,,,
Uber,chromepet,tirusulam,43,7,Bike,,,,
Uber,chromepet,tirusulam,194,5,Uber Go,,,,
Uber,chromepet,tirusulam,216,2,Uber XL,,,,
Ola,chromepet,tirusulam,112,2,Auto,,,,
Ola,chromepet,tirusulam,50,2,Bike,,,,
Ola,chromepet,tirusulam,187,1,Mini,,,,
Ola,chromepet,tirusulam,202,9,Prime Sedan,,,,
Rapido,chromepet,tirusulam,122,2,Auto,,,,
Rapido,chromepet,tirusulam,41,5,Bike,,,,
Rapido,chromepet,tirusulam,200,5,Cab,,,,
Uber,Chrompet,West mambalam,282,3,Auto,,,,
Uber,Chrompet,West mambalam,187,3,Bike,,,,
Uber,Chrompet,West mambalam,249,3,Uber Go,,,,
Ola,Chrompet,West mambalam,313,2,Auto,,,,
Ola,Chrompet,West mambalam,110,1,Bike,,,,
Ola,Chrompet,West mambalam,221,2,Mini,,,,
Ola,Chrompet,West mambalam,228,1,Prime Sedan,,,,
Rapido,Chrompet,West mambalam,358,5,Auto,,,,
Rapido,Chrompet,West mambalam,231,5,Bike,,,,
Rapido,Chrompet,West mambalam,310,5,Cab,,,,
Uber,cit nagar,ponmar,504,2,Auto,,,,
Uber,cit nagar,ponmar,353,3,Bike,,,,
Uber,cit nagar,ponmar,479,1,Uber Go,,,,
Uber,cit nagar,ponmar,1020,8,Uber XL,,,,
Ola,cit nagar,ponmar,479,1,Auto,,,,
Ola,cit nagar,ponmar,330,1,Bike,,,,
Ola,cit nagar,ponmar,513,1,Mini,,,,
Ola,cit nagar,ponmar,330,4,Prime Sedan,,,,
Rapido,cit nagar,ponmar,542,3,Auto,,,,
Rapido,cit nagar,ponmar,391,2,Bike,,,,
Rapido,cit nagar,ponmar,499,1,Cab,,,,
Uber,cit nagar,ponmar,504,2,Auto,,,,
Uber,cit nagar,ponmar,353,3,Bike,,,,
Uber,cit nagar,ponmar,479,1,Uber Go,,,,
Uber,cit nagar,ponmar,1020,8,Uber XL,,,,
Ola,cit nagar,ponmar,479,1,Auto,,,,
Ola,cit nagar,ponmar,330,1,Bike,,,,
Ola,cit nagar,ponmar,513,1,Mini,,,,
Ola,cit nagar,ponmar,330,4,Prime Sedan,,,,
Rapido,cit nagar,ponmar,542,3,Auto,,,,
Rapido,cit nagar,ponmar,391,2,Bike,,,,
Rapido,cit nagar,ponmar,499,1,Cab,,,,
Uber,Dms,meenambakkam metro,259,2,Auto,,,,
Uber,Dms,meenambakkam metro,196,1,Bike,,,,
Uber,Dms,meenambakkam metro,234,1,Uber Go,,,,
Uber,Dms,meenambakkam metro,291,3,Uber XL,,,,
Ola,Dms,meenambakkam metro,266,2,Auto,,,,
Ola,Dms,meenambakkam metro,85,7,Bike,,,,
Ola,Dms,meenambakkam metro,244,6,Mini,,,,
Ola,Dms,meenambakkam metro,254,6,Prime Sedan,,,,
Rapido,Dms,meenambakkam metro,318,4,Auto,,,,
Rapido,Dms,meenambakkam metro,171,1,Bike,,,,
Rapido,Dms,meenambakkam metro,246,3,Cab,,,,
Uber,egmore,avadi,374,7,Auto,,,,
Uber,egmore,avadi,362,4,Bike,,,,
Uber,egmore,avadi,449,3,Uber Go,,,,
Uber,egmore,avadi,391,5,Uber XL,,,,
Ola,egmore,avadi,387,4,Auto,,,,
Ola,egmore,avadi,175,2,Bike,,,,
Ola,egmore,avadi,438,1,Mini,,,,
Ola,egmore,avadi,508,7,Prime Sedan,,,,
Rapido,egmore,avadi,620,1,Auto,,,,
Rapido,egmore,avadi,386,2,Bike,,,,
Rapido,egmore,avadi,494,4,Cab,,,,
Uber,ennore,chennai beach,312,7,Auto,,,,
